date,park,alert name,description,event type,road name,vehicle impact,event start date,alert_id,region,alpha,State
2024-08-13,Crater Lake National Park,North Entrance Road Temporary Closure,North Entrance Road is temporarily closed while firefighters do important line preparations in that area for the Middle Fork Fire burning in the northwest corner of the park. ,incident,['North Entrance Road'],all-lanes-closed,2024-08-13T12:30:00Z,02e0312b-cbd4-40bb-2c4e-08d4c7ad36e2,PWR,CRLA,OR
2024-08-13,Shenandoah National Park,Red Gate Fire Road,Closed to vehicular traffic. ,work-zone,['Red Gate Fire Road'],all-lanes-closed,2024-01-01T19:08:00Z,0c9a542c-a992-42be-2ddc-08d4c7ad36e2,NER,SHEN,VA
2024-08-13,Shenandoah National Park,Red Gate Fire Road,Closed to vehicular traffic. ,work-zone,['Red Gate Fire Road'],all-lanes-closed,2024-01-01T19:08:00Z,0c9a542c-a992-42be-2ddc-08d4c7ad36e2,NER,SHEN,VA
2024-08-13,Shenandoah National Park,Tanners Ridge Fire Road,Closed to vehicular traffic. ,work-zone,['Tanners Ridge Fire Road'],all-lanes-closed,2024-01-01T19:08:00Z,0c9a542c-a992-42be-2ddc-08d4c7ad36e2,NER,SHEN,VA
2024-08-13,Shenandoah National Park,Tanners Ridge Fire Road,Closed to vehicular traffic. ,work-zone,['Tanners Ridge Fire Road'],all-lanes-closed,2024-01-01T19:08:00Z,0c9a542c-a992-42be-2ddc-08d4c7ad36e2,NER,SHEN,VA
2024-08-13,Blue Ridge Parkway,MP 221.8 - MP 229.5 Bridge Construction,"Road closed to all activity for replacement of 3 bridges. Detour in place via NC 18 to the North Carolina/Virginia line near milepost 217.3. Access to Doughton Park, including the campground and Bluffs Restaurant, is available via NC 18.",work-zone,['MP 221.8 - MP 229.5'],all-lanes-closed,2024-06-06T15:56:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 221.8 - MP 229.5 Bridge Construction,"Road closed to all activity for replacement of 3 bridges. Detour in place via NC 18 to the North Carolina/Virginia line near milepost 217.3. Access to Doughton Park, including the campground and Bluffs Restaurant, is available via NC 18.",work-zone,['MP 221.8 - MP 229.5'],all-lanes-closed,2024-06-06T15:56:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 229.5 - MP 238.5 Road Construction,"Road closed to all activity for repaving and infrastructure repair. Detour in place via NC 18 to the NC/VA line near milepost 217.3. Access to Doughton Park, including the campground and Bluffs Restaurant, is available via NC 18.",work-zone,['MP 229.5 - MP 238.5'],all-lanes-closed,2024-06-06T16:00:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 229.5 - MP 238.5 Road Construction,"Road closed to all activity for repaving and infrastructure repair. Detour in place via NC 18 to the NC/VA line near milepost 217.3. Access to Doughton Park, including the campground and Bluffs Restaurant, is available via NC 18.",work-zone,['MP 229.5 - MP 238.5'],all-lanes-closed,2024-06-06T16:00:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 238.5 - MP 248 Road Construction,"Single lane closures possible for road paving and infrastructure repairs. Access to Doughton Park, including the campground and Bluffs restaurant is available via NC 18.",work-zone,['MP 238.5 - MP 248'],flagging,2024-05-20T18:01:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 238.5 - MP 248 Road Construction,"Single lane closures possible for road paving and infrastructure repairs. Access to Doughton Park, including the campground and Bluffs restaurant is available via NC 18.",work-zone,['MP 238.5 - MP 248'],flagging,2024-05-20T18:01:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 248 - MP 249 Bridge Construction,Road closed to all activity for Laurel Fork Bridge Replacement. Detour in place from MP 248 (NC 18) to MP 258.7 (Northwest Trading Post).,work-zone,['MP 248 - MP 249'],all-lanes-closed,2024-05-20T17:33:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 248 - MP 249 Bridge Construction,Road closed to all activity for Laurel Fork Bridge Replacement. Detour in place from MP 248 (NC 18) to MP 258.7 (Northwest Trading Post).,work-zone,['MP 248 - MP 249'],all-lanes-closed,2024-05-20T17:33:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 261 - MP 276.5 Road Construction,Single lane closure possible for road paving and infrastructure repairs. ,work-zone,['MP 261 - MP 276.5'],flagging,2024-06-14T16:04:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 261 - MP 276.5 Road Construction,Single lane closure possible for road paving and infrastructure repairs. ,work-zone,['MP 261 - MP 276.5'],flagging,2024-06-14T16:04:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 27.3 - MP 37.6 Pavement Preservation,Single lane closure possible with reduced speed for paving work. Bicyclists and motorcyclists are advised to find alternative routes while pavement is curing due to hazardous conditions from loose gravel.   ,work-zone,['MP 27.3 to MP 37.6'],flagging,2024-06-06T15:43:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 27.3 - MP 37.6 Pavement Preservation,Single lane closure possible with reduced speed for paving work. Bicyclists and motorcyclists are advised to find alternative routes while pavement is curing due to hazardous conditions from loose gravel.   ,work-zone,['MP 27.3 to MP 37.6'],flagging,2024-06-06T15:43:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 276.5 - MP 282 Road Construction,Single lane closure possible for road paving and infrastructure repairs. ,work-zone,['MP 276.5 - MP 282'],flagging,2024-06-06T16:07:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 276.5 - MP 282 Road Construction,Single lane closure possible for road paving and infrastructure repairs. ,work-zone,['MP 276.5 - MP 282'],flagging,2024-06-06T16:07:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 292 - MP 305 Road Construction,Single lane closure possible for road paving and infrastructure repairs. ,work-zone,['MP 292 - MP 305'],flagging,2024-06-06T16:10:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 292 - MP 305 Road Construction,Single lane closure possible for road paving and infrastructure repairs. ,work-zone,['MP 292 - MP 305'],flagging,2024-06-06T16:10:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 64.6 - MP 86.2 Pavement Preservation,Single lane closure possible with reduced speed for paving work. Bicyclists and motorcyclists are advised to find alternative routes while pavement is curing due to hazardous conditions from loose gravel.   ,work-zone,['MP 64.6 - MP 86.2'],flagging,2024-06-06T15:48:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
2024-08-13,Blue Ridge Parkway,MP 64.6 - MP 86.2 Pavement Preservation,Single lane closure possible with reduced speed for paving work. Bicyclists and motorcyclists are advised to find alternative routes while pavement is curing due to hazardous conditions from loose gravel.   ,work-zone,['MP 64.6 - MP 86.2'],flagging,2024-06-06T15:48:00Z,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,SER,BLRI,"NC,VA"
